other_links.entity_id,Full Name,Full name (vernacular),First name,Last name,Title (same as alias?),Alias,VIAF ID,Old Occupation data from Kircher DB,expertise/interests,expertise/interests major fields,office/position,Communities,Religion,Gender,Language(s),Published/circulated author?,Publication details,Spouse Name,"Location born (city, country)",birthdate,"Location died (city, country)",deathdate,Biographical notes,comments
47112.0,"Hermanns, Johann",Johann Hermanns,Johann,Hermanns,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:1,,,,,,,,Is this Johann Christian Hermanns or Johann Gottfried Hermanns?,
47113.0,"Hesson, Gabriel",Gabriel Hesson,Gabriel,Hesson,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,syriac:1,,,,,,,,,
47114.0,"Hevelius, Johann",Johann Hevelius,Johann,Hevelius,,,7.3883445E7,astronomer,astronomy,natural philosophy,,,Protestant,male,latin:7,Yes,"Hevelius, Johannes, Edmond Halley, and Johann Ernst von Schmieden. Johannes Hevelii Prodromus astronomiae, exhibens fundamenta, quae tam ad novum plane_ & correctiorem stellarum fixarum catalogum construendum, qua_m ad omnium planetarum tabulas corrigendas omnimode_ spectant; nec non novas & correctiores tabulas solares, aliasq_ue plurimas ad astronomiam pertinentes. Gedani: typis J.-Z. Stollii, 1690; etc.",,,1611-1-28,,1687-1-28,,
47115.0,"Hirtenberg, Joachim Pastor von",Joachim Pastor von Hirtenberg,Joachim Pastor von,Hirtenberg,,,,"physician, poet","poetry,medicine","poetry,natural philosophy ",physician,professional,Catholic convert,male,latin:3,,,,"Glogau, Poland",1611-9-20,"Frauenburg, Poland",1681-12-26,,
47116.0,"Hodierna, Giovanni Battista",Giovanni Battista Hodierna,Giovanni Battista,Hodierna,,,7.1540635E7,"astronomer, priest",astronomy ,natural philosophy,priest,clergy,Catholic,male,latin:1,Yes,"De admirandis phasibvs in sole et lvna visis ponderations opticæ, physicæ, et astronomicæ : in quæstiones incidentes. Panormi: Typis N. Bua, 1656; Archmede redivivo con la stadera del momento. Palermo: Per Decio Cirillo, 1644; etc.",,"Ragusa, Italy",1597-4-13,"Palma di Montechiaro, Italy",1660-8-6,,
47117.0,"Hoeckner, Johann Wolfgang",Johann Wolfgang Hoeckner,Johann Wolfgang,Hoeckner,,,,"Jurist, City Councilor (Regensburg)",,,"jurist,councillor",secular_official,,male,latin:1,Yes,"Meyerhoffer, Georg Christoff, Johann Wolfgang Ho_ckhner, Esaias Feischel, and Anna Margaretha Feischel. Als Die Edle ... Fraw Anna Margaretha Feischlin, gebohrne Go_tzin, Deß ... Herrn Esaiae Feischel, Beyder Rechten wu_rdigen Doctorandi, Hertzgeliebte Haußfraw Den 16. Augusti 1673. lauffenden Jahrs ... entschlaffen, den folgenden 19. gedachten Monaths zur Erden besta_ttiget, Haben ihr Christlich Mittleiden bezeugen wollen Etliche gute Freund und Landsleuth. Straßburg: Welper, 1673.",,,,,,,
47118.0,"Hofer, Alexander",Alexander Hofer,Alexander,Hofer,,,,,,,,,,male,latin:2,,,,,,,,,
47119.0,"Hoffmann, Georg",Georg Hoffmann,Georg,Hoffmann,,,,,,,,,,male,latin:1,,,,,,,,,
47120.0,"Holstenius, Lucas",Lucas Holstenius,Lucas,Holstenius,,,9870846.0,,"history,classical scholarship,antiquarianism",history/classical scholarship,librarian,professional,Catholic,male,latin:2,Yes,"Italia antiqua, 1624; Eusebius Against Hierocles, 1628; Sayings of the later Pythagoreans, 1638; De diis et mundo of the neo-Platonist Sallustius, 1638; Codex regularum monasticarum, 1661.",,"Hamburg, Germany",1596.0,,1661-2-2,,
47121.0,"Honigh, Johann",Johann Honigh,Johann,Honigh,,,,,,,,,,male,french:1;latin:1,,,,,,,,,
47122.0,"Hörrer, Andreas Sixtus",Andreas Sixtus Hörrer,Andreas Sixtus,Hörrer,,,,Augustinian,,,Augustinian,clergy,Catholic,male,latin:5;italian:1,Yes,"Stansel, Valentin, and Andreas Sixtus Ho_rrer. Propositiones selenographicae sive de Luna. 1655.",,,,,,,
47123.0,"Horst, Hermann",Hermann Horst,Hermann,Horst,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:4,,,,,,,,,
47124.0,"Horst, Johann Daniel",Johann Daniel Horst,Johann Daniel,Horst,,,1.3105221E7,physician,medicine,natural philosophy,physician,professional,,male,latin:1,Yes,"Rivie_re, Lazare, Johann Jakob Doebel, and Johann Daniel Horst. Opera medica universa; quibus continentur, I. Institutionum medicarum libri quinque. II. Praxeos medicae libri septemdecim. III. Observationum medicarum centuriae quatuor. Quibus accedunt Observationes variae ab aliis communicatae: ite_mque Observationes infrequentium morborum. Ac denique ipsissima Arcana Riverii plene_ revelata. Lugduni: Sumptibus Anisson, & Joannis Posu_el, 1698; Io: Danielis Horstii Embser Bades Beschreibung. Germany?: s.n.], 1676; Horst, Johann Daniel, Johann Daniel Major, and Johann Tacke. Judicium de chirurgia infusoria Jo. Danielis Majoris. [Frankfurt am Main]: Apud Georg Fickwirt, 1665; Physica Hippocratea, Tackenii, Helmontii, Cartesii, Espagnet, Boylei, &c. aliorumque recentiorum commentis illustrata. Francofurti: Sumptibus Friderici Knochii, typis Johann. Andreae, 1682; etc.",,,1616.0,,1685.0,,
47125.0,"Hötting, Kilian",Kilian Hötting,Kilian,Hötting,,,,,,,prior,"clergy,church_official",Catholic,male,latin:1,,,,,,,,,"unreadable, different name"
47127.0,"Hrzan, Maximilian Benedikt von",Maximilian Benedikt von Hrzan,Maximilian Benedikt von,Hrzan,,,,,,,count,titled_nobility,Catholic,male,latin:1,,,,,,,,"name uncertain, but the family was catholic",
47128.0,"Huck, Andreas",Andreas Huck,Andreas,Huck,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:1,,,,,,,,,
47130.0,"Inchofer, Melchior",Melchior Inchofer,Melchior,Inchofer,,,,Jesuit (S.J.),"theology,astronomy,apology,church history","religious/morality,natural philosophy,other",jesuit,clergy,Catholic,male,latin:3,Yes,"Melchioris Inchofer Tractvs syllepticvs in qvo qvid de terrae, solisq. motv, vel statione, secondum S. Scripturam, & sanctos patres sentiendum, quaue_ certitudine alterutra sententia tenenda sit, breuiter ostenditur. Romæ: Excudebat Ludouicus Grignanus, 1633; Scotti, Giulio Clemente, Melchior Inchofer, and Lucius Cornelius Europaeus. La monarchie des solipses. Amsterdam: Herman Uytwerf, 1722; Historiae sacrae latinitatis libri IV: lectiunculis exquisitis, jucundisque narrationibus animum relaxantes. Monachii: Apud Melchiorem Segen, 1638; Epistolae Beatae Mariae Virginis ad Messanenses veritatis vindicata, 1629; Annales ecclesiastici regni Hungariae, 1644.",,"K_szeg, Hungary",1584.0,"Milan, Italy",1648.0,"Took part in evaluation of Galileo's Dialogue of the Two World Systems during 1633 trial, finding that Galileo was a Copernican.",
47131.0,"Intorcetta, Prospero",Prospero Intorcetta,Prospero,Intorcetta,,,,Jesuit (S.J.),"travel/exploration,orientalism","travel/exploration,languages","jesuit,missionary",clergy,Catholic,male,italian:2,Yes,"The meaning of Chinese wisdom as explained by Fr. Ignacio da Costa, Portuguese, of the Society of Jesus, and made public by Fr. Prospero Intorcetta, Sicilian, of the same society, 1662; Sinarum scientia politico-moralis, 1667; Prospero Intorcetta and Philippe Couplet, Confucius Sinarum philosophus, 1687.",,,,,,,
47132.0,"Irsing, Jakob",Jakob Irsing,Jakob,Irsing,,,,Jesuit (S.J.),"theology,church history",religious/morality,jesuit,clergy,Catholic,male,latin:1,Yes,"Historiae D. Virginis Oetinganae Libri III. Monachii: Leyserius, 1643; Spinola, Fabio Ambrogio, and Jakob Irsing. Meditationes Supra Vitam Et Gesta Christi, Deiparae et Sanctorum praecipuorum. 1, Meditationes Supra Vitam Christi : Ab Adventu usq[ue] ad Mensem Junium. Francofurti: Scho_nwetter, 1670; Irsing, Jakob, and Johann Scheitenberger. Historia von der weitberu_hmten Unser lieben Frawen Capell zu Alten-Oetting. 1653; Irsing, Jakob. Fortsetzung der Hu_llf- und Gnaden-Beichten, die Gott durch Fu_rbitt Seiner wunderbarlichen Mutter und seeligsten Jungfrauen Maria_, bey der h. Capell und Gotteshauß Alten-O_tting in Niedern-Bayern, von Anno 1661 biß 1695 gewu_rket hat. 1698. ",,,,,,,
47133.0,"Isnardi, Ercole Maria",Ercole Maria Isnardi,Ercole Maria,Isnardi,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,italian:2,,,,,,,,,
47134.0,"Jacusith, Emerich",Emerich Jacusith,Emerich,Jacusith,,Imrich Jaku_i_,,,,,,titled_nobility,Catholic,male,latin:2,,,,,,,,,
47135.0,"Jansson van Waesberghe, Joannes",Joannes Jansson van Waesberghe,Joannes,Jansson van Waesberghe,,"Waesberghe, Joannes Janssonius van.",,publisher,history,history/classical scholarship,publisher,professional,Protestant,male,french:2;dutch:2,Yes,"La guerre d'Italie: repre_sente_e en plusieurs cartes, dans lesquelles on peut voir toute les routes, les marches, les campemens et les champs de bataille de l'Arme_e Imperiale et celle des Aliez. Amsterdam: Jansson a Waesberge, 1702.",,,,,,"In this case, he appears to be the author",
47137.0,,Abbot of Sagan Johann Ferdinand,Abbot of Sagan,Johann Ferdinand,,abbot,,abbot,,,abbot,clergy,Catholic,male,,,,,,,,,,
47139.0,"Kadus, Philipp",Philipp Kadus,Philipp,Kadus,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:1,,,,,,,,,
47140.0,"Kalckhoven, Adam",Adam Kalckhoven,Adam,Kalckhoven,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:1,,,,,,,,,
47141.0,"Kedd, Jodocus (alias Theodor Berck)",Jodocus (alias Theodor Berck) Kedd,Jodocus (alias Theodor Berck),Kedd,,,,Jesuit (S.J.),"polemic,theology",religious/morality,jesuit,clergy,Catholic,male,latin:59,Yes,"Agraphia Lvtheranismi, Das ist: Schrifftlosigkeit deß Lutherthumbs, Oder Augenscheinlicher Beweiß, daß die New-Euangelische Praedicanten keinen eintzigen eygenthumblichen Glaubens-Articul, so Sie wider die Ro_misch-Catholische Kyrch lehren ... beweisen ko_nnen. Ingolstatt: Ha_nlin, 1654; Gloria verae ecclesiae, Das ist: Ehr der wahren Kirchen Jesu Christi, Welche Durch Bekehrung der Heydenschafft durch die gantze Welt glantzet, Sonderlich Nach Auffgang der Sonnen, Durch den Heilig. und Wundertha_tigen Franciscum Xaverium, Societatis Jesu, Der Indianer Aposteln. Amberg: Haugenhofer, 1653; Calixt, Georg, Johann Georg, and Jodocus Kedd. Apocalypsis Calixtina. Das ist: Calixtinische Offenbarung Deß Lutherischen Antichrists in seinem Sendschreiben An den Durchleuchtigisten Hochgebornen Fu_rsten und Herrn Johann Georgen Hertzogen und Churfu_rsten zu Sachsen/ [et]c. erkla_ret. Ingolstatt: Ha_nlin, 1653. ",,,,,,,
47142.0,"Keller, Kaspar",Kaspar Keller,Kaspar,Keller,,,,Benedictine (O.S.B.),,,benedictine,clergy,Catholic,male,latin:1,,,,,,,,,
47143.0,"Khonn (Kuhn), Alphonsus",Alphonsus Khonn (Kuhn),Alphonsus,Khonn (Kuhn),,,,physician,medicine,natural philosophy,physician,professional,,male,"latin,italian:1;latin:2;italian:2",Yes,"Zachia, Paulus, and Alphonsus Khonn. Pauli Zachiæ, Medici Romani De Affectionibus Hypochondriacis Libri Tres. Augustae Vindelicorum: Go_rlinus, 1671; Transmutatio metallica curiosa et genuina. 1713. ",,,,,,,
47144.0,"Kinner, Cyprian",Cyprian Kinner,Cyprian,Kinner,,,,physician,"medicine,law,education","natural philosophy,other","physician,lawyer",professional,Protestant,male,latin:29,Yes,"D. C. Kinnerus ... Cogitationum Didacticarum Dialyposis Summaria, Etc. 1648",,,,,,"I assume protestant, he was reformer of education, friend of Comenius",
47145.0,"Kircher, Andreas",Andreas Kircher,Andreas,Kircher,,,,"Capuchin (O.F.M. Cap.),brother of Athanasius Kircher",,,capuchin,clergy,Catholic,male,latin:5,,,,,,,,,
47146.0,"Kobavius, Andreas",Andreas Kobavius,Andreas,Kobavius,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:2,Yes,"Vindiciae astronomicae theticae pro Dionysio, cognomento, Exigno, abbate Romano contra eximios chronographos praeter propter summos imos Aeram vulgarem Dionysianam usurpantes. Vienna: Gelbhaar, 1643.",,,,,,,
47147.0,"Kochanski, Adam Adamandus",Adam Adamandus Kochanski,Adam Adamandus,Kochanski,,,4.0198674E7,Jesuit (S.J.),mathematics,natural philosophy,jesuit,clergy,Catholic,male,"latin,italian:1;latin:9",Yes,Opuscula. Cz. 1-3,,"Dobrzy_, Poland",1631.0,"Teplice v _echách, Czech Republic",1700.0,,
47148.0,"Kollowrath, Johann Franz von",Johann Franz von Kollowrath,Johann Franz von,Kollowrath,,,,count,,,count,titled_nobility,Catholic,male,latin:3;italian:2,,,,,1650.0,,1723.0,,
47150.0,"König, Johann",Johann König,Johann,König,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:1,,,,,,,,"There are two possible Johann Königs who published around the same time. Or are they one person? Check WorldCat. Also, are we sure he is a Jesuit?? There is a Johann Friedrich Konig who was a Lutheran theologian and lived 1619-64. Perhaps this is just a common name and there were many with this name. ",
47151.0,"Koprowski, Stanislas",Stanislas Koprowski,Stanislas,Koprowski,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:1,,,,,,,,,
47152.0,"Körning, Johann Ferdinand",Johann Ferdinand Körning,Johann Ferdinand,Körning,,,8.4253114E7,Jesuit (S.J.),travel/exploration,travel/exploration,jesuit,clergy,Catholic convert,male,latin:1,Yes,"Not printed but circulated: Relatio tentatae missionis Lappicae anno 1659 et 1660 a Joane Ferdinando Körning, sacerdote natione Ostro-Gotho, patria Norcopensi, National Library Prague, F V 337.",,"Norrköping, Sweden",1626.0,"Cheb, Czech Republic",1687.0,,
47153.0,"Krause, Benjamin",Benjamin Krause,Benjamin,Krause,,Gottlieb Benjamin Krause,,,,,,,,male,latin:2,Yes,"Oratio, de togata virtute, Strassbourg 1649.",,,,,,,
47155.0,"Krüger, Oswald",Oswald Krüger,Oswald,Krüger,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:2,Yes,"(and) Jan Rudomina) Illustriora theoremata et problemata mathematica : ex opticis geometria astronomia sphaera elementari computo ecclesiastico in Alma Academia Vilnensi Societatis Iesu publice_ praelecta, Vilna 1633. Wahrer, rechtschaffen-gla_ubiger Christen Nothwendiger Unterricht im Leben, und Kra_fftiger Hertzens-Trost im Sterben : Das ist: Christliche und einfa_ltige Leichen-Predigt ... Bey ... Leichbestattung Des ... Herrn Georgii Zincken ...Coburg 1672.",,,,,,,
47156.0,"Kuhlmann, Quirinus",Quirinus Kuhlmann,Quirinus,Kuhlmann,,,2542408.0,"poet, mystic","poetry,mysticism","poetry,religious/morality",,,Protestant,male,latin:2,Yes,"Epistolae duae, prior de arte magna sciendi sive combinatoria, Posterior de admirabilibus quibusdam inventis : e_ Lugduno-Batava_ Roman transmissæ cum responsoriis Viri in Orbe terrarum quadripartito celeberrimi Athanasi Kircheri, Lugdunum Batavorum 1679. Responsoria de sapientia infusa Adamaea, Salomonaeaque : circa Februarium 1676 e Lubeca Romam scripta ad Athanasium Kircherum, Londini 1681. Wesentlicher Ku_hlpsalter : das Wunder der Welt, Amsterdam 1686.",,"Breslau, Poland",1651-2-25,"Moscow, Russia",1689-10-4,,
47157.0,"Kuler, Johann Georg",Johann Georg Kuler,Johann Georg,Kuler,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,greek:2,,,,,,,,,letter in greek
47158.0,"La Chaise, François de",François de La Chaise,François de,La Chaise,,,,Jesuit (S.J.),,religious/morality,jesuit,clergy,Catholic,male,latin:6,Yes,"Re_ponse du R. P. La Chaise, confesseur du Roi Tres-chretien, a_ la lettre du R. P. Peters, jesuite, et premier aumo_nier du Roi d_Angleterre, sur la conduite qu_il doit, tenir aupre_s de S. M. pour la conversion de ses subjets protestants, 1688.",,,,,,,
47159.0,"Lalouvère, Antoine de",Antoine de Lalouvère,Antoine de,Lalouvère,,La Loubére,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:2,Yes,"Veterum geometria promota in septem de cycloide libris, Toulouse 1660.",,,,,,,
47160.0,"La Mare, Philibert de",Philibert de La Mare,Philibert de,La Mare,,,,,,,,,,male,latin:1,Yes,,,,,,,,
47161.0,"Lancelloti, Ottavio",Ottavio Lancelloti,Ottavio,Lancelloti,,,,,,,,,Catholic,male,latin:1,Yes,"Farfalloni De gli Antichi Historici Notati Dall'Abbate D. Secondo Lancelloti Da Perugia Abbate Oliuetano, Venezia 1662. ",,,,,,,
47162.0,"Landsberg, Friedrich von",Friedrich von Landsberg,Friedrich von,Landsberg,,,,,,,,,,,latin:2,,,,,,,,,
47163.0,"Lange, Villum",Villum Lange,Villum,Lange,,,2.0628221E7,professor,"mathematics,astronomy",natural philosophy,professor,professional,Protestant,male,latin:1,Yes,"De annis Christi : libri duo., Lugdunum 1649.Exercitationes mathematicæ 7, de annua emendatione & motu apogei solis, Hafniae 1653.",,,1624.0,,1682.0,professor of what?,
47164.0,"Langenmantel, Hieronymus Ambrosius",Hieronymus Ambrosius Langenmantel,Hieronymus Ambrosius,Langenmantel,,,2.0478005E7,"natural philosopher, anatomist, academy member, Respondent at University of T","natural philosophy,anatomy ",natural philosophy,"academy member,Respondent",professional,Catholic,male,latin:5,Yes,"Panoplia genethliaca Augustanae nobilitatis latino-gallica, Augustae Vindelicorum 1668.",,,1641.0,,,,
47165.0,"Langetl, Friedrich Christian",Friedrich Christian Langetl,Friedrich Christian,Langetl,,,,,,,,,,male,latin:1,,,,,,,,,
47166.0,"Lastanosa, Vicente Juan de",Vicente Juan de Lastanosa,Vicente Juan de,Lastanosa,,,,scholar,collecting,other,,professional,Catholic,male,spanish:7,Yes,"Tratado de la moneda iaquesa, y de otras de oro, y plata del Reyno …, Zaragoza 1681.",,,1607-2-25,,1681.0,,
47168.0,"Laurenti, Giovanni Francesco",Giovanni Francesco Laurenti,Giovanni Francesco,Laurenti,,,,scholar,astronomy,natural philosophy,,,Catholic,male,italian:1,,,,,,,,,
47169.0,"Leautaud, Vincent",Vincent Leautaud,Vincent,Leautaud,,,,Jesuit (S.J.),mathematics,natural philosophy,jesuit,clergy,Catholic,male,latin:1,Yes,"Elementa geometriae practica, Dolae 1631.",,,,,,,
47170.0,"Legato, Lorenzo",Lorenzo Legato,Lorenzo,Legato,,,,physician,medicine,natural philosophy,physician,professional,,male,latin:2,,,,,,,,,
47171.0,"Leibniz, Gottfried Wilhelm",Gottfried Wilhelm Leibniz,Gottfried Wilhelm,Leibniz,,,9849392.0,"natural philosopher,mathematician,librarian","mathematics,natural philosophy",natural philosophy,librarian,professional,Protestant,male,"latin,greek:1",Yes,,,"Leipzig, Germany",1646-1-7,"Hanover, Germany",1716-11-14,,
47172.0,"Leitam, Martino",Martino Leitam,Martino,Leitam,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,italian:1,,,,,,,,,
47173.0,"Leon, Thomas de",Thomas de Leon,Thomas de,Leon,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,"latin,hebrew:2;latin:1",,,,,,,,,
47174.0,"Leonardi, Ignazio",Ignazio Leonardi,Ignazio,Leonardi,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:1,,,,,,,,,
47175.0,"Lettieri, Donato Angelo di",Donato Angelo di Lettieri,Donato Angelo di,Lettieri,,,,,,,,,,male,italian:2,,,,,,,,,
47176.0,"Libelli, Iacintho",Iacintho Libelli,Iacintho,Libelli,,Bishop,,"Dominican (O.P.),bishop",,,"dominican,bishop","clergy,church_official",Catholic,male,italian:1,,,,,,,,,
47177.0,"Liberto, Felipe",Felipe Liberto,Felipe,Liberto,,Filippo Libertozzi,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,spanish:1,,,,,,,,,
47179.0,"Linnius, Bernhard von",Bernhard von Linnius,Bernhard von,Linnius,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:2,,,,,,,,,
47181.0,"Lombard, Jean",Jean Lombard,Jean,Lombard,,,,Jesuit (S.J.),,religious/morality,jesuit,clergy,Catholic,male,italian:1,Yes,"Me_thode courte et facile pour discerner la ve_ritable religion chre_tienne d'avec les fausses qui prennent ce nom aujourd'hui, Paris 1725.",,,,,,,
47184.0,"Loreti, Elia Giorgio",Elia Giorgio Loreti,Elia Giorgio,Loreti,,Georg Elias Loretus,,,,,,,,,latin:1,,,,,,,,,
47186.0,"Magri, Domenico",Domenico Magri,Domenico,Magri,,,,,languages,languages,,,Catholic,male,latin:5;italian:1,Yes,"Breve racconto del viaggio al monte Libano, Roma 1655. Notitia de' vocaboli ecclesiastici, con la dichiaratione delle cerimonie, & origine de' riti sacri, roma 1650.",,,,,,,
47187.0,"Maffei, Raffaello",Raffaello Maffei,Raffaello,Maffei,,,,,,,,,,male,italian:6;latin:1,,,,,,,,,biographical dates uncertain
47188.0,"Magalotti, Lorenzo",Lorenzo Magalotti,Lorenzo,Magalotti,,,3.4478273E7,Jesuit (S.J.),"natural philosophy,poetry","natural philosophy,poetry","secretary,diplomat,jesuit","professional,clergy",Catholic,male,italian:1,Yes,"Saggi di naturali esperienze fatte nell'Accademia del cimento, Firenze 1667.",,,1637-10-24,"Florence, Italy",1712-3-2,"Secretary of Academia del cimento, philosopher, diplomat, poet",
47190.0,"Magirus, Joannes",Joannes Magirus,Joannes,Magirus,,,,,antiquarianism,history/classical scholarship,archivist,,,male,latin:1,Yes,"Ceremoniale Brandeburgicum, Tremoniae 1699.",,,,,,archivist by Fridrich III von Brandenburg,
47191.0,"Magneni, Giovanni Crisostomo",Giovanni Crisostomo Magneni,Giovanni Crisostomo,Magneni,,"Magnen, Magni",,scholar,medicine,natural philosophy,physician,professional,Catholic,male,latin:1,,,,,,,,what kind of scholar?,
47192.0,"Magni, Cornelio",Cornelio Magni,Cornelio,Magni,,,,"writer, traveler/explorer",travel/exploration,"travel/exploration,religious/morality",,,,male,italian:2,Yes,"Quanto di piu_ curioso e vago ha_ potuto raccorre Cornelio Magni nel primo biennio da esso consumato in viaggi e dimore per la Turchia resta distribuito in questa prima parte, parma 1692. Relazione della citta_ d'Athene, colle prouincie dell' Attica, Focia, Beozia, e Negroponte, ne' tempi, che furono queste passeggiate, Parma 1688.",,,,,,what kind of writer?,
47193.0,"Malaval, François",François Malaval,François,Malaval,,,4.930626E7,Jesuit (S.J.),poetry,poetry,jesuit,clergy,Catholic,male,latin:1,Yes,"La practique de la vraye theologie mystique, Liege 1709.",,,1627.0,,1719.0,,
47194.0,"Mallinkrodt, Bernhard von",Bernhard von Mallinkrodt,Bernhard von,Mallinkrodt,,,,dean of Muenster,,,dean,"church_official,titled_nobility",Catholic convert,male,latin:1,Yes,"De Ortu Ac Progressu Artis Typographicæ Dissertatio Historica, In Qua Præter alia pleraque Ad Calcographices Negocium Spectantia De Auctoribus Et Loco inuentionis præcipue_ inquiritur, Proque Moguntinis Contra Harlemenses concluditur, Coloniae Agrippiae 1640.",,"Ahlen, Germany",1591-11-29,"Burg Ottenstein, Germany",1664-3-7,"can we be more specific than ""bibliophile""?",
47195.0,"Maltrait, Claude",Claude Maltrait,Claude,Maltrait,,"Maltret, Maltres",8452905.0,Jesuit (S.J.),"history,rhetoric","history/classical scholarship,other",,clergy,Catholic,male,latin:1;french:1,Yes,produced edition of the Histories of Procopius with critical commentary. See: http://www.newadvent.org/cathen/09576a.htm,,"Puy, France",1621-10-3,"Toulouse, France",1674-1-3,,
47196.0,"Mancinus, Leopold",Leopold Mancinus,Leopold,Mancinus,,,6.7408894E7,"Jesuit (S.J.),confessor to the Elector of Bavaria",,,"confessor,jesuit",clergy,Catholic,male,latin:2,Yes,"Deus misericos per psalterium decachordum, seu, Decem divinae miserationis demonstrationes, Monacii 1692.",,,1605.0,,1673.0,,
47197.0,"Manfredi, Antonio Maria",Antonio Maria Manfredi,Antonio Maria,Manfredi,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,italian:1,Yes,"Breve ragguaglio della vita della serva di Dio Maria Felice Sbrolli, Foligno 1707.",,,,,,,
47200.0,"Marcellius, Hendrick",Hendrick Marcellius,Hendrick,Marcellius,,Henricus,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:2,Yes,"Armamentarium scientificum, in quo reposita ordinate et breviter illustrata continentur axiomata, pronunciata, dicta philosophica in primis et theologica, deinde etiam juridica, medica et... moralia , Paris 1635. Enchiridion militiae christianae sex titulis paraeneticis distinctum, quo, ex Scriptura, patribus, historicis sacris et profanis vera internae pacis obtinendae via ostenditur, Catalauni 1632.",,,,,,,
47201.0,"Marciano, Lorenzo di",Lorenzo di Marciano,Lorenzo di,Marciano,,,,,,,,,,male,italian:1,,,,,,,,,
47202.0,"Markwart, Jean Jacques",Jean Jacques Markwart,Jean Jacques,Markwart,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:1,,,,,,,,,
47203.0,"Marracci, Luigi",Luigi Marracci,Luigi,Marracci,,,6.1585369E7,"Jesuit (S.J.), confessor to Innocent XI",orientalism ,languages,jesuit,clergy,Catholic,male,latin:1,Yes,"Memorie di S. Maria in Portico di Roma dal giorno, nel quale apparue quella mirabile imagine nel palazzo di S. Galla Patritia Romana nel portico d' Ottavia ... fin' al tempo nel quale fu_ traportata nella sua nuova chiesa di Campitello …, Rome 1667. Prodromus ad refutationem Alcorani : in quo per quatuor praecipuas verae religionis notas Mahumetanae sectae falsitas ostenditur, Christianae religionis veritas comprobatur, Rome 1691. (with others) Prodromus ad refutationem Alcorani : in quo per quatuor praecipuas verae religionis notas Mahumetanae sectae falsitas ostenditur, Christianae religionis veritas comprobatur, Rome 1671.",,,1612.0,,1700.0,,
47204.0,"Martini, Francesco",Francesco Martini,Francesco,Martini,,,,,,,,,,male,italian:1;latin:1,,,,,,,,,
47208.0,"Marucelli, Giovanni Filippo",Giovanni Filippo Marucelli,Giovanni Filippo,Marucelli,,,,,,,diplomat,secular_official,Catholic,male,latin:3,,,,,,,,Tuscan representative in Paris,
47209.0,"Mascardi, Nicolò",Nicolò Mascardi,Nicolò,Mascardi,,,,Jesuit (S.J.),travel/exploration,travel/exploration,jesuit,clergy,Catholic,male,latin:5;italian:1,,,,"Sarzana, Italy",1610.0,,1674.0,missionaire in Chile,
47211.0,"Mascarenhas, Francisco de",Francisco de Mascarenhas,Francisco de,Mascarenhas,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:1,,,,,,,,is he a colonial governor in Mozambique?,
47212.0,"Maso, Giacomo",Giacomo Maso,Giacomo,Maso,,,,Jesuit (S.J.),mathematics,natural philosophy,jesuit,clergy,Catholic,male,italian:1,Yes,"Corso matematico, Parma 1661.Parte Qvarta Sferologica, Palermo 1661.",,,,,,,
47214.0,"Massol, Pierre",Pierre Massol,Pierre,Massol,,,,President ,,,"president,councillor",secular_official,,male,latin:2,,,,,,,,"president  of the Chambre des Comptes de Bourgogne, counsellor of the King.",
47215.0,"Mattenkloth, Lorenz",Lorenz Mattenkloth,Lorenz,Mattenkloth,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:1,,,,,,,,,
47216.0,"Mattioli, Ercole",Ercole Mattioli,Ercole,Mattioli,,,,Jesuit (S.J.),,,"orator,jesuit",clergy,Catholic,male,italian:1,Yes,"Delle lodi del serenissimo Francesco primo d'este dvca di Modena orazione, Modena 1659. Il cielo maestro di sana politica, e sacra moralita, Parma 1704.",,,,,,,
47217.0,"Matutino, Evangelista",Evangelista Matutino,Evangelista,Matutino,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,italian:1,,,,,,,,,
