documentid,title,doc_type,subject,language,,author_ln,author_fn,author_occupation,,recipient_fn,recipient_ln,recipient_occupation,source_location,source_lat,source_long,sent_yr,,,,,,
603,"Johann Adolph, Duke of Schleswig-Holstein, to Kircher, Geneva, 7 December 1652",letter,,Italian,173,Johann Adolph,Duke of Schleswig-Holstein,Duke of Schleswig-Holstein,51,Kircher,Athanasius,Jesuit (S.J.),Geneva,46.2038,6.1400,1652,0,7,16,,,
558,"Johann Adolph, Duke of Schleswig-Holstein, to Kircher, Milan, 16 July 1652",letter,,Italian,173,Johann Adolph,Duke of Schleswig-Holstein,Duke of Schleswig-Holstein,51,Kircher,Athanasius,Jesuit (S.J.),Milan,45.4637,9.1881,1652,0,16,16,,,
597,"Johann Adolph, Duke of Schleswig-Holstein, to Kircher, Milan, 15 August 1652",letter,,Italian,173,Johann Adolph,Duke of Schleswig-Holstein,Duke of Schleswig-Holstein,51,Kircher,Athanasius,Jesuit (S.J.),Milan,45.4637,9.1881,1652,0,15,16,,,
599,"Johann Adolph, Duke of Schleswig-Holstein, to Kircher, Milan, 7 August 1652",letter,,Italian,173,Johann Adolph,Duke of Schleswig-Holstein,Duke of Schleswig-Holstein,51,Kircher,Athanasius,Jesuit (S.J.),Milan,45.4637,9.1881,1652,0,7,16,,,
2404,"Johann Ferdinand (Körning?) to Kircher, Sagan, 17 December 1674",letter,,Latin,495,Johann Ferdinand,Abbot of Sagan,abbot,51,Kircher,Athanasius,Jesuit (S.J.),Sagan,51.6178,15.3248,1674,0,17,16,,,
359,"Johann Friedrich, Duke of Braunschweig-Lüneburg, to Kircher, Celle, 2 September 1665",letter,"Mundus Subterraneus,gifts,books",Italian,155,Johann Friedrich,Duke of Braunschweig-Lüneburg,Duke of Braunschweig-Lüneburg,51,Kircher,Athanasius,Jesuit (S.J.),Celle,52.6219,10.0786,1665,0,2,,,,
553,"Johann Friedrich, Duke of Braunschweig-Lüneburg, to Kircher, Erzberg, 3 May 1655",letter,,Italian,155,Johann Friedrich,Duke of Braunschweig-Lüneburg,Duke of Braunschweig-Lüneburg,51,Kircher,Athanasius,Jesuit (S.J.),Erzberg,47.5245,14.9190,1655,0,3,16,,,
556,"Johann Friedrich, Duke of Braunschweig-Lüneburg, to Kircher, Erzberg, 23 August 1655",letter,,Italian,155,Johann Friedrich,Duke of Braunschweig-Lüneburg,Duke of Braunschweig-Lüneburg,51,Kircher,Athanasius,Jesuit (S.J.),Erzberg,47.5245,14.9190,1655,0,23,16,,,
2267,"Johann Friedrich, Duke of Braunschweig-Lüneburg, to Kircher, Hannover, 24 August 1673",letter,,Italian,155,Johann Friedrich,Duke of Braunschweig-Lüneburg,Duke of Braunschweig-Lüneburg,51,Kircher,Athanasius,Jesuit (S.J.),Hannover,52.3721,9.7357,1673,0,24,16,,,
287,"Johann Friedrich, Duke of Braunschweig-Lüneburg to Kircher, Hannover, 16 February 1668",letter,"metallurgy,assaying",Italian,155,Johann Friedrich,Duke of Braunschweig-Lüneburg,Duke of Braunschweig-Lüneburg,51,Kircher,Athanasius,Jesuit (S.J.),Hannover,52.3721,9.7357,1668,0,16,16,,,
325,"Johann Friedrich, Duke of Braunschweig-Lüneburg to Kircher, Hannover, 3 December 1665",letter,"gifts,books",Italian,155,Johann Friedrich,Duke of Braunschweig-Lüneburg,Duke of Braunschweig-Lüneburg,51,Kircher,Athanasius,Jesuit (S.J.),Hannover,52.3721,9.7357,1665,0,3,16,,,
1814,"Johann Friedrich, Duke of Braunschweig-Lüneburg to Kircher, Hannover, 28 December 1665",letter,,German,155,Johann Friedrich,Duke of Braunschweig-Lüneburg,Duke of Braunschweig-Lüneburg,51,Kircher,Athanasius,Jesuit (S.J.),Hannover,52.3721,9.7357,1665,0,28,16,,,
555,"Johann Friedrich, Duke of Braunschweig-Lüneburg, to Kircher, Hannover, 9 June 1655",letter,,Italian,155,Johann Friedrich,Duke of Braunschweig-Lüneburg,Duke of Braunschweig-Lüneburg,51,Kircher,Athanasius,Jesuit (S.J.),Hannover,52.3721,9.7357,1655,0,9,16,,,
551,"Johann Friedrich, Duke of Braunschweig-Lüneburg, to Kircher, Hannover, 2 October 1652",letter,,Italian,155,Johann Friedrich,Duke of Braunschweig-Lüneburg,Duke of Braunschweig-Lüneburg,51,Kircher,Athanasius,Jesuit (S.J.),Hannover,52.3721,9.7357,1652,0,2,16,,,
552,"Johann Friedrich, Duke of Braunschweig-Lüneburg, to Kircher, Hannover, 3 November 1652",letter,,Italian,155,Johann Friedrich,Duke of Braunschweig-Lüneburg,Duke of Braunschweig-Lüneburg,51,Kircher,Athanasius,Jesuit (S.J.),Hannover,52.3721,9.7357,1652,0,3,16,,,
341,"Johann Friedrich, Duke of Braunschweig-Lüneburg to Kircher, Herzberg, 14 April 1664",letter,"steganography,polygraphy,Polygraphia Nova,linguistics,gifts,experimental linguistics,cryptography,books",Italian,155,Johann Friedrich,Duke of Braunschweig-Lüneburg,Duke of Braunschweig-Lüneburg,51,Kircher,Athanasius,Jesuit (S.J.),Herzberg,53.5308,11.9316,1664,0,14,16,,,
509,"Johann Friedrich, Duke of Braunschweig-Lüneburg to Kircher, no place, undated",letter,,Italian,155,Johann Friedrich,Duke of Braunschweig-Lüneburg,Duke of Braunschweig-Lüneburg,51,Kircher,Athanasius,Jesuit (S.J.),no place given,0.0000,0.0000,0,,,16,,,
1027,"Johann Friedrich, Duke of Braunschweig-Lüneburg, to Kircher, Steuerwaldt, 6 August 1665",letter,,German,155,Johann Friedrich,Duke of Braunschweig-Lüneburg,Duke of Braunschweig-Lüneburg,51,Kircher,Athanasius,Jesuit (S.J.),Steuerwaldt,49.5919,18.1175,1665,0,6,16,,,
564,"Johann Friedrich, Duke of Braunschweig-Lüneburg, to Kircher, Venice, 10 February 1657",letter,,Italian,155,Johann Friedrich,Duke of Braunschweig-Lüneburg,Duke of Braunschweig-Lüneburg,51,Kircher,Athanasius,Jesuit (S.J.),Venice,45.4343,12.3388,1657,0,10,16,,,
560,"Johann Adolph, Duke of Schleswig-Holstein, to Kircher, Venice, 9 May 1654",letter,,Italian,155,Johann Friedrich,Duke of Braunschweig-Lüneburg,Duke of Braunschweig-Lüneburg,51,Kircher,Athanasius,Jesuit (S.J.),Venice,45.4343,12.3388,1654,0,9,16,,,
562,"Johann Friedrich, Duke of Braunschweig-Lüneburg, to Kircher, Venice, 4 May 1652",letter,,German,155,Johann Friedrich,Duke of Braunschweig-Lüneburg,Duke of Braunschweig-Lüneburg,51,Kircher,Athanasius,Jesuit (S.J.),Venice,45.4343,12.3388,1652,0,4,16,,,
563,"Johann Friedrich, Duke of Braunschweig-Lüneburg, to Kircher, Venice, 6 April 1652",letter,,Italian,155,Johann Friedrich,Duke of Braunschweig-Lüneburg,Duke of Braunschweig-Lüneburg,51,Kircher,Athanasius,Jesuit (S.J.),Venice,45.4343,12.3388,1652,0,6,16,,,
557,"Johann Friedrich, Duke of Braunschweig-Lüneburg, to Kircher, Venice, 18 March 1651",letter,,Italian,155,Johann Friedrich,Duke of Braunschweig-Lüneburg,Duke of Braunschweig-Lüneburg,51,Kircher,Athanasius,Jesuit (S.J.),Venice,45.4343,12.3388,1651,0,18,16,,,
561,"Johann Friedrich, Duke of Braunschweig-Lüneburg, to Kircher, Venice, 30 April 1651",letter,,German,155,Johann Friedrich,Duke of Braunschweig-Lüneburg,Duke of Braunschweig-Lüneburg,51,Kircher,Athanasius,Jesuit (S.J.),Venice,45.4343,12.3388,1651,0,30,16,,,
330,"Johann Georg, Prince Elector of Saxony, to Kircher, Dresden, January 1666",letter,"Mundus Subterraneus,gifts,books",Latin,78,Johann Georg,Prince Elector of Saxony,Prince Elector of Saxony,51,Kircher,Athanasius,Jesuit (S.J.),Dresden,51.0510,13.7336,1666,0,,16,,,
346,"Johann Georg, Prince Elector of Saxony to August, Duke of Braunschweig-Lüneburg, Dresden, 5 January 1666",letter,"books,authorship",German,78,Johann Georg,Prince Elector of Saxony,Prince Elector of Saxony,13,August,Duke of Braunschweig-Lüneburg,Duke of Braunschweig-Lüneburg,Dresden,51.0510,13.7336,1666,0,5,16,,,
331,"Johann Georg, Prince Elector of Saxony, to Kircher, Dresden, 11 December 1663",letter,,German,78,Johann Georg,Prince Elector of Saxony,Prince Elector of Saxony,13,August,Duke of Braunschweig-Lüneburg,Duke of Braunschweig-Lüneburg,Dresden,51.0510,13.7336,1663,0,11,16,,,
312,"Joseph Karl, Archduke of Austria, to Kircher, Vienna, 31 December 1661",letter,"patronage,Mathematical Organ",Latin,49,Joseph Karl,Archduke of Austria,Archduke of Austria,51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,1661,0,31,16,,,
2671,"Philipp Kadus to Kircher, Duren, 7 May 1646",letter,,Latin,497,Kadus,Philipp,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Duren,50.7998,6.4870,1646,0,7,16,,,
996,"Jodocus Kalckhoven to Kircher, Cologne, 17 March 1647",letter,,Latin,1018,Kalckhoven,Jodocus,"Bookseller, publisher",51,Kircher,Athanasius,Jesuit (S.J.),Cologne,50.9407,6.9599,1647,0,17,16,,,
2685,"Adam Kalckhoven to Kircher, Fulda, 28 December 1645",letter,,Latin,498,Kalckhoven,Adam,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Fulda,50.5539,9.6743,1645,0,28,16,,,
420,"Karl I Ludwig, Elector of the Palatinate to Kircher, Heidelberg, 4 April 1661",letter,"Republic of Letters,recommendations,diplomacy",Latin,48,Karl I Ludwig,Elector of the Palatinate,Elector of the Palatinate,51,Kircher,Athanasius,Jesuit (S.J.),Heidelberg,49.4019,8.6803,1661,0,4,16,,,
427,"Karl I Ludwig, Elector of the Palatinate, to Kircher, Heidelberg, 30 December 1659",letter,"collecting,catalogues,books",Latin,48,Karl I Ludwig,Elector of the Palatinate,Elector of the Palatinate,51,Kircher,Athanasius,Jesuit (S.J.),Heidelberg,49.4019,8.6803,1659,0,30,16,,,
525,"Karl I Ludwig, Elector of the Palatinate, to Kircher, Heidelberg, 3 April 1656",letter,,Latin,48,Karl I Ludwig,Elector of the Palatinate,Elector of the Palatinate,51,Kircher,Athanasius,Jesuit (S.J.),Heidelberg,49.4019,8.6803,1656,0,3,16,,,
526,"Karl I Ludwig, Elector of the Palatinate, to Kircher, Regensburg, 13 June 1653",letter,,Latin,48,Karl I Ludwig,Elector of the Palatinate,Elector of the Palatinate,51,Kircher,Athanasius,Jesuit (S.J.),Regensburg,49.0165,12.1009,1653,0,13,16,,,
2593,"Jodocus Kedd (Theodor Berck) to Kircher, Aachen, 22 March 1642",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Aachen,50.7755,6.0815,1642,0,22,16,,,
1556,"Jodocus Kedd (Theodor Berck) to Kircher, Amsterdam, undated",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Amsterdam,52.3738,4.8909,0,,,16,,,
1578,"Jodocus Kedd (Theodor Berck) to Kircher, Amsterdam, 25 February, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Amsterdam,52.3738,4.8909,0,0,25,16,,,
1391,"Jodocus Kedd (Theodor Berck) to Kircher, Antwerp, September (no day or year)",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Antwerp,51.2206,4.3997,0,0,1,16,,,
1542,"Jodocus Kedd (Theodor Berck) to Kircher, Cologne, 17 December, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Cologne,50.9407,6.9599,0,0,17,16,,,
1558,"Jodocus Kedd (Theodor Berck) to Kircher, Cologne, 28 August, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Cologne,50.9407,6.9599,0,0,28,16,,,
1540,"Jodocus Kedd (Theodor Berck) to Kircher, Emmerich, 5 May 1635",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Emmerich,51.8167,6.2667,1635,0,5,16,,,
1606,"Jodocus Kedd (Theodor Berck) to Kircher, Friedrichsstadt, 16 April 1654",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Friedrichsstadt,54.3756,9.0890,1654,0,16,16,,,
1390,"Jodocus Kedd (Theodor Berck) to Kircher, Friedrichsstadt, 11 June 1651",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Friedrichsstadt,54.3756,9.0890,1651,0,11,16,,,
1571,"Jodocus Kedd (Theodor Berck) to Kircher, Friedrichsstadt, 22 January 1651",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Friedrichsstadt,54.3756,9.0890,1651,0,22,16,,,
1384,"Jodocus Kedd (Theodor Berck) to Kircher, Friedrichsstadt, 16 December 1650",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Friedrichsstadt,54.3756,9.0890,1650,0,16,16,,,
1570,"Jodocus Kedd (Theodor Berck) to Kircher, Friedrichsstadt, 10 July 1650",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Friedrichsstadt,54.3756,9.0890,1650,0,10,16,,,
1573,"Jodocus Kedd (Theodor Berck) to Kircher, Friedrichsstadt, 19 April 1650",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Friedrichsstadt,54.3756,9.0890,1650,0,19,16,,,
1586,"Jodocus Kedd (Theodor Berck) to Kircher, Gottorp, 20 June, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Gottorp,54.5117,9.5414,0,0,20,16,,,
1551,"Jodocus Kedd (Theodor Berck) to Kircher, Prague, 23 October 1651",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Prague,50.0878,14.4205,1651,0,23,16,,,
1543,"Jodocus Kedd (Theodor Berck) to Kircher, Prague, 20 November, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Prague,50.0878,14.4205,0,0,20,16,,,
1548,"Jodocus Kedd (Theodor Berck) to Kircher, Prague, 28 August, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Prague,50.0878,14.4205,0,0,28,16,,,
1553,"Jodocus Kedd (Theodor Berck) to Kircher, Prague, 27 July, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Prague,50.0878,14.4205,0,0,27,16,,,
1554,"Jodocus Kedd (Theodor Berck) to Kircher, Prague, 19 October, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Prague,50.0878,14.4205,0,0,19,16,,,
1557,"Jodocus Kedd (Theodor Berck) to Kircher, Prague, 26 November, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Prague,50.0878,14.4205,0,0,26,16,,,
1561,"Jodocus Kedd (Theodor Berck) to Kircher, Prague, 16 October, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Prague,50.0878,14.4205,0,0,16,16,,,
1564,"Jodocus Kedd (Theodor Berck) to Kircher, Prague, November, no day, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Prague,50.0878,14.4205,0,0,6,16,,,
1579,"Jodocus Kedd (Theodor Berck) to Kircher, Prague, 11 September, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Prague,50.0878,14.4205,0,0,11,16,,,
1569,"Jodocus Kedd (Theodor Berck) to Kircher, Regensburg, 12 January 1654",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Regensburg,49.0165,12.1009,1654,0,12,16,,,
1574,"Jodocus Kedd (Theodor Berck) to Kircher, Regensburg, 11 November 1653",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Regensburg,49.0165,12.1009,1653,0,11,16,,,
1583,"Jodocus Kedd (Theodor Berck) to Kircher, Regensburg, 27 January 1653",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Regensburg,49.0165,12.1009,1653,0,27,16,,,
1546,"Jodocus Kedd (Theodor Berck) to Kircher, Regensburg, 11 December 1651",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Regensburg,49.0165,12.1009,1651,0,11,16,,,
1549,"Jodocus Kedd (Theodor Berck) to Kircher, Regensburg, 12 May 1651",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Regensburg,49.0165,12.1009,1651,0,12,16,,,
1550,"Jodocus Kedd (Theodor Berck) to Kircher, Regensburg, 11 August 1651",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Regensburg,49.0165,12.1009,1651,0,11,16,,,
1575,"Jodocus Kedd (Theodor Berck) to Kircher, Regensburg, 16 November 1650",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Regensburg,49.0165,12.1009,1650,0,16,16,,,
1544,"Jodocus Kedd (Theodor Berck) to Kircher, Regensburg, 14 April, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Regensburg,49.0165,12.1009,0,0,14,16,,,
1547,"Jodocus Kedd (Theodor Berck) to Kircher, Regensburg, 21 July, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Regensburg,49.0165,12.1009,0,0,21,16,,,
1555,"Jodocus Kedd (Theodor Berck) to Kircher, Regensburg, 29 January, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Regensburg,49.0165,12.1009,0,0,20,16,,,
1559,"Jodocus Kedd (Theodor Berck) to Kircher, Regensburg, 24 November, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Regensburg,49.0165,12.1009,0,0,24,16,,,
1560,"Jodocus Kedd (Theodor Berck) to Kircher, Regensburg, 23 June, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Regensburg,49.0165,12.1009,0,0,23,16,,,
1563,"Jodocus Kedd (Theodor Berck) to Kircher, Regensburg, 10 March, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Regensburg,49.0165,12.1009,0,0,10,16,,,
1565,"Jodocus Kedd (Theodor Berck) to Kircher, Regensburg, 17 March, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Regensburg,49.0165,12.1009,0,0,17,16,,,
1566,"Jodocus Kedd (Theodor Berck) to Kircher, Regensburg, 11 February, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Regensburg,49.0165,12.1009,0,0,11,16,,,
1572,"Jodocus Kedd (Theodor Berck) to Kircher, Regensburg, May, no day, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Regensburg,49.0165,12.1009,0,0,6,16,,,
1576,"Jodocus Kedd (Theodor Berck) to Kircher, Regensburg, 21 April, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Regensburg,49.0165,12.1009,0,0,21,16,,,
1581,"Jodocus Kedd (Theodor Berck) to Kircher, Regensburg, 20 January, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Regensburg,49.0165,12.1009,0,0,20,16,,,
1582,"Jodocus Kedd (Theodor Berck) to Kircher, Regensburg, undated",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Regensburg,49.0165,12.1009,0,0,1,16,,,
1584,"Jodocus Kedd (Theodor Berck) to Kircher, Regensburg, 30 June, undated",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Regensburg,49.0165,12.1009,0,0,30,16,,,
1585,"Jodocus Kedd (Theodor Berck) to Kircher, Regensburg, undated",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Regensburg,49.0165,12.1009,0,,,16,,,
1587,"Jodocus Kedd (Theodor Berck) to Kircher, Regensburg, 15 September, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Regensburg,49.0165,12.1009,0,0,15,16,,,
2594,"Jodocus Kedd (Theodor Berck) to Kircher, Schleswig, 18 January 1648",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Schleswig,54.5167,9.5500,1648,0,18,16,,,
1580,"Jodocus Kedd (Theodor Berck) to Kircher, Schleswig, 23 October, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Schleswig,47.0210,8.6535,0,0,23,16,,,
731,"Jodocus Kedd (Theodor Berck) to Kircher, Schleswig, 30 October 1650 (copy)","letter,excerpt,apograph","perspective,Musurgia Universalis,music,gnomonica,books,Ars magna lucis et umbrae",Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Schleswig,54.5167,9.5500,1650,0,30,16,,,
1567,"Jodocus Kedd (Theodor Berck) to Kircher, Venice, 17 February, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Venice,45.4343,12.3388,0,0,17,16,,,
1538,"Jodocus Kedd (Theodor Berck) to Kircher, Vienna, 9 January 1655",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,1655,0,9,16,,,
1577,"Jodocus Kedd (Theodor Berck) to Kircher, Vienna, 30 December 1651",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,1651,0,30,16,,,
1541,"Jodocus Kedd (Theodor Berck) to Kircher, Vienna, 22 August 1635",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,1635,0,22,16,,,
1539,"Jodocus Kedd (Theodor Berck) to Kircher, Vienna, 23 [28?] October, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,0,0,23,16,,,
1552,"Jodocus Kedd (Theodor Berck) to Kircher, Vienna, 13 April, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,0,0,13,16,,,
1562,"Jodocus Kedd (Theodor Berck) to Kircher, Vienna, July, no day, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,0,0,6,16,,,
1568,"Jodocus Kedd (Theodor Berck) to Kircher, Vienna, 15 June, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,0,0,15,16,,,
1588,"Jodocus Kedd (Theodor Berck) to Kircher, Vienna, 23 January, no year",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,0,0,23,16,,,
1545,"Jodocus Kedd (Theodor Berck) to Kircher, Würzburg, 30 November 1651",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Würzburg,49.7943,9.9275,1651,0,30,16,,,
1389,"Jodocus Kedd (Theodor Berck) to Kircher, Würzburg, 30 November (no year)",letter,,Latin,500,Kedd,Jodocus (alias Theodor Berck),Jesuit (S.J.),893,Joseph Wilhelm,[unidentified],,Würzburg,49.7943,9.9275,0,0,30,16,,,
1241,"Kaspar Keller to Kircher, Ulm, 5/15 October 1670",letter,,Latin,501,Keller,Kaspar,Benedictine (O.S.B.),51,Kircher,Athanasius,Jesuit (S.J.),ulm,48.3996,9.9966,1670,0,5,19,,,
1237,"Alphonsus Khonn (Kuhn) to Kircher, Ulm, 4 January 1671",letter,,Latin,502,Khonn (Kuhn),Alphonsus,physician,51,Kircher,Athanasius,Jesuit (S.J.),Ulm,48.3996,9.9966,1671,0,4,16,,,
1991,"Alphonsus Khonn (Kuhn) to Kircher, Ulm, 31 July / 10 August 1667",letter,,Italian,502,Khonn (Kuhn),Alphonsus,physician,51,Kircher,Athanasius,Jesuit (S.J.),Ulm,48.3996,9.9966,1667,0,31,19,,,
1997,"Alphonsus Khonn (Kuhn) to Kircher, Ulm, 8 May 1667",letter,,Italian,502,Khonn (Kuhn),Alphonsus,physician,51,Kircher,Athanasius,Jesuit (S.J.),Ulm,48.3996,9.9966,1667,0,8,16,,,
2005,"Alphonsus Khonn (Kuhn) to Kircher, Ulm, 23 April 1667",letter,,"Latin,Italian",502,Khonn (Kuhn),Alphonsus,physician,51,Kircher,Athanasius,Jesuit (S.J.),Ulm,48.3996,9.9966,1667,0,23,16,,,
